GEOID,town_name,population,valid_population,area_sq_km,pct_river_corridor,pct_below_poverty,percent_elderly,pct_no_vehicle,pct_renter_occupied,median_income,IFLD_EALT_weighted,EAL_per_capita,risk_eal,risk_eal_per_capita,risk_nri,need_eal,need_eal_per_capita,need_nri,gap_eal,gap_eal_per_capita,gap_nri,funding_total,funding_per_capita,claims_paid_per_capita,vulnerability,risk_eal_rel,risk_eal_per_capita_rel,risk_nri_rel,need_eal_rel,need_eal_per_capita_rel,need_nri_rel,gap_eal_rel,gap_eal_per_capita_rel,gap_nri_rel,funding_rel,claims_rel,vulnerability_rel,funding_rank,claims_rank,vulnerability_rank,risk_rank_eal,risk_rank_eal_per_capita,risk_rank_nri,need_rank_eal,need_rank_eal_per_capita,need_rank_nri,gap_rank_eal,gap_rank_eal_per_capita,gap_rank_nri,quadrant_eal,quadrant_eal_per_capita,quadrant_nri
5002107750.0,Brandon town,4120,True,103.493889,9.304929801157176,14.156700024408105,22.25728155339806,2.701115678214915,15.736934820904288,64180.0,899935.325728,218.16613957042424,0.836,0.2,0.668,0.7146666666666667,0.3966666666666667,0.334,-0.2493333333333333,-0.5673333333333332,-0.6299999999999999,3894651.634690005,945.3037948276713,22.34295036056661,0.5933333333333334,0.6653386454183265,-0.6015936254980079,0.33067729083665354,0.4236387782204516,-0.20982735723771573,0.33067729083665354,-1.145510456611494,-2.340072154516257,-2.0797021074314688,1.9412020363834444,0.3102223326576541,0.18193891102257664,0.925,0.33793103448275863,0.668,0.836,0.2,0.668,0.856,0.324,0.668,0.204,0.032,0.128,aligned,overfunded,aligned
5002507900.0,Brattleboro town,12122,True,84.538868,4.02485155074193,17.75103105799175,25.540339877907936,9.903688896965292,41.468290023623474,58241.0,3264232.16127,268.1094177634497,0.992,0.428,0.72,0.9119999999999999,0.63,0.36,0.06799999999999995,-0.21399999999999997,-0.484,3423523.036915214,282.42229309645387,133.79050614879762,0.832,0.9760956175298805,-0.14741035856573703,0.43426294820717115,0.8167330677290836,0.2549800796812749,0.43426294820717115,0.31241194271222544,-0.8826829160983765,-1.5977393968203666,1.4237331233366857,1.0394806573462003,0.6573705179282872,0.675,0.6551724137931034,0.97,0.992,0.428,0.72,0.996,0.732,0.72,0.552,0.272,0.24,aligned,aligned,aligned
5002708275.0,Bridgewater town,980,True,128.512914,2.908058457478398,14.754098360655735,30.20408163265306,6.971677559912854,14.596949891067537,70272.0,465287.331636119,598.0812560959793,0.552,0.988,0.386,0.7066666666666668,0.9246666666666667,0.193,-0.2613333333333332,-0.043333333333333224,-0.7749999999999999,939270.7314499668,958.4395218877212,1405.5816608346847,0.8613333333333334,0.09960159362549814,0.9681274900398407,-0.2310756972111554,0.40770252324037215,0.8419654714475433,-0.2310756972111554,-1.200641975913651,-0.1787364160323811,-2.5583637035863305,1.9471189927078445,2.014858531936665,0.7158034528552462,0.9333333333333333,0.9379310344827586,0.988,0.552,0.988,0.386,0.844,1.0,0.386,0.188,0.452,0.06,aligned,aligned,overfunded
5000108575.0,Bridport town,1235,True,119.845671,3.367871229790508,4.4189852700491,24.291497975708506,1.509433962264151,17.92452830188679,83214.0,248277.64694873043,185.6518866374883,0.26,0.134,0.852,0.31066666666666665,0.24766666666666667,0.426,0.048666666666666636,-0.014333333333333337,0.16399999999999998,0.0,0.0,0.0,0.36133333333333334,-0.4820717131474104,-0.7330677290836654,0.6972111553784861,-0.38114209827357237,-0.5066401062416999,0.6972111553784861,0.22358893939208296,-0.05912050684148007,0.54138277082343,-1.0,-1.0,-0.28021248339973426,0.0,0.0,0.244,0.26,0.134,0.852,0.166,0.084,0.852,0.518,0.476,0.912,zero_funding,zero_funding,zero_funding
5000908725.0,Brighton town,1167,True,140.7561,2.8782513992541148,22.022279348757497,27.16366752356469,11.732851985559568,48.91696750902527,47375.0,485219.327823,419.3771199853069,0.58,0.82,0.04,0.732,0.852,0.02,0.47,0.59,-0.24200000000000002,0.0,0.0,0.0,0.884,0.15537848605577675,0.6334661354581672,-0.9203187250996016,0.4581673306772909,0.6972111553784861,-0.9203187250996016,2.159317839334501,2.4335650490562717,-0.7988696984101834,-1.0,-1.0,0.7609561752988052,0.0,0.0,0.996,0.58,0.82,0.04,0.868,0.988,0.04,0.976,0.996,0.452,zero_funding,zero_funding,zero_funding
5000109025.0,Bristol town,3778,True,106.72912,2.9245375060532544,10.08515167642363,21.94282689253573,6.125738850080602,28.694250403009136,74620.0,801320.926477,211.8775585608144,0.78,0.192,0.408,0.7026666666666668,0.40866666666666673,0.204,-0.09333333333333327,-0.3873333333333333,-0.5920000000000001,796625.3759934192,210.85901958534123,4.662937662964892,0.6253333333333334,0.5537848605577689,-0.6175298804780877,-0.1872509960159363,0.3997343957503323,-0.18592297476759612,-0.1872509960159363,-0.42880070568344675,-1.5976285802279027,-1.954259758094333,1.2988251841970202,-0.2788451450824839,0.24568393094289553,0.575,0.1103448275862069,0.728,0.78,0.192,0.408,0.84,0.328,0.408,0.304,0.096,0.148,aligned,overfunded,overfunded
5001709325.0,Brookfield town,1486,True,106.797936,2.375126446502851,6.3257065948856,29.67698519515477,2.358490566037736,12.10691823899371,98500.0,374725.8370400684,295.80758327580577,0.432,0.496,0.352,0.4846666666666667,0.5166666666666666,0.176,0.22266666666666668,0.2546666666666666,-0.08600000000000002,0.0,0.0,0.0,0.5373333333333333,-0.1394422310756972,-0.01195219123505975,-0.2988047808764941,-0.03452855245683928,0.02921646746347939,-0.2988047808764941,1.0229959692733666,1.0504201680672267,-0.28389584323667677,-1.0,-1.0,0.07038512616201875,0.0,0.0,0.55,0.432,0.496,0.352,0.484,0.532,0.352,0.792,0.792,0.68,zero_funding,zero_funding,zero_funding
5002509475.0,Brookline town,531,True,33.577425,5.591928735067947,6.214689265536723,19.58568738229755,5.660377358490567,15.09433962264151,80833.0,144843.10044350507,454.9865460515933,0.104,0.864,0.964,0.2753333333333334,0.6553333333333333,0.482,-0.48466666666666663,-0.10466666666666669,-0.278,74956.06065897322,141.16018956492132,1492.5094277160724,0.4466666666666667,-0.7928286852589641,0.7211155378486056,0.9203187250996014,-0.4515272244355909,0.30544488711819384,0.9203187250996014,-2.2267008073704715,-0.4317171894935986,-0.9177098188348388,1.1275839900785658,2.0397987797560275,-0.11022576361221748,0.5,0.9517241379310345,0.352,0.104,0.864,0.964,0.1,0.78,0.964,0.072,0.368,0.404,low_priority,underfunded,underfunded
5001909850.0,Brownington town,1144,True,73.453512,3.658442417130851,21.503496503496503,11.713286713286712,5.365853658536586,19.02439024390244,75556.0,255166.5531404057,338.33498239229846,0.276,0.612,0.396,0.42933333333333334,0.5973333333333333,0.198,0.16733333333333333,0.33533333333333326,-0.064,0.0,0.0,0.0,0.5826666666666667,-0.45019920318725093,0.21912350597609564,-0.2111553784860557,-0.1447543160690571,0.18990703851261603,-0.2111553784860557,0.7687784080467515,1.3831448809890448,-0.21127132519938732,-1.0,-1.0,0.1606905710491371,0.0,0.0,0.64,0.276,0.612,0.396,0.376,0.66,0.396,0.712,0.848,0.708,zero_funding,zero_funding,zero_funding
5000910075.0,Brunswick town,109,True,65.574468,3.895645343061864,4.587155963302752,39.44954128440367,0.0,4.878048780487805,128125.0,64503.29606478624,551.9428093876337,0.008,0.956,0.446,0.21066666666666667,0.6846666666666666,0.223,-0.05133333333333334,0.42266666666666663,-0.03900000000000001,0.0,0.0,0.0,0.41333333333333333,-0.9840637450199203,0.9043824701195218,-0.11155378486055778,-0.5803452855245683,0.3638778220451526,-0.11155378486055778,-0.23584038812589592,1.7433675040696908,-0.12874346379337667,-1.0,-1.0,-0.1766268260292163,0.0,0.0,0.288,0.008,0.956,0.446,0.044,0.828,0.446,0.356,0.928,0.746,zero_funding,zero_funding,zero_funding
5000710300.0,Buels gore,19,True,12.955198,0.0030213344789984,0.0,73.68421052631578,7.6923076923076925,0.0,71250.0,110986.80986517186,489.88900333010696,0.072,0.916,0.314,0.3506666666666666,0.7726666666666666,0.157,0.08866666666666662,0.5106666666666666,-0.10500000000000001,0.0,0.0,0.0,0.6293333333333333,-0.8565737051792829,0.8247011952191237,-0.3745019920318725,-0.30146082337317404,0.5391766268260292,-0.3745019920318725,0.4073606703992745,2.1063399181662192,-0.34661701790524485,-1.0,-1.0,0.25365205843293515,0.0,0.0,0.732,0.072,0.916,0.314,0.24,0.928,0.314,0.58,0.968,0.656,zero_funding,zero_funding,zero_funding
5000510450.0,Burke town,1317,True,87.282659,4.0586076252744725,10.02277904328018,21.716021260440392,3.0249110320284696,11.387900355871883,87143.0,327745.5227798977,255.3415484501348,0.332,0.378,0.326,0.42933333333333334,0.45233333333333337,0.163,0.16733333333333333,0.19033333333333335,-0.099,0.0,0.0,11.670454770697653,0.5266666666666667,-0.33864541832669315,-0.24701195219123506,-0.350597609561753,-0.1447543160690571,-0.09893758300132793,-0.350597609561753,0.7687784080467515,0.7850653350345376,-0.3268103311678023,-1.0,0.05609538701390915,0.04913678618857942,0.0,0.2206896551724138,0.518,0.332,0.378,0.326,0.376,0.408,0.326,0.712,0.72,0.666,zero_funding,zero_funding,zero_funding
5000710675.0,Burlington city,44675,True,39.763794,8.667156576596845,20.45349249175592,12.13430330162283,13.168418647166364,58.48377513711152,71109.0,6560159.681051,146.6842492912148,1.0,0.032,0.216,0.8286666666666667,0.3446666666666667,0.108,0.22866666666666668,-0.2553333333333333,-0.492,893071.3835506329,19.99040589928669,1.8713903457299863,0.6573333333333333,0.9920318725099602,-0.9362549800796813,-0.5697211155378485,0.6507304116865871,-0.3134130146082337,-0.5697211155378485,1.0505617289244453,-1.0531699590831096,-1.62414831247029,0.3065492005364798,-0.5613052977579065,0.309428950863214,0.16666666666666666,0.034482758620689655,0.798,1.0,0.032,0.216,0.96,0.232,0.216,0.808,0.216,0.228,underfunded,low_priority,low_priority
5002311125.0,Cabot town,1579,True,99.495007,2.139552389261973,9.01481004507405,21.02596580113996,2.1015761821366024,16.28721541155867,77031.0,421765.7389064097,265.9202930455185,0.496,0.408,0.774,0.4686666666666667,0.42466666666666664,0.387,-0.42333333333333334,-0.4673333333333334,-0.505,713727.2920636332,452.0122178997044,103.8456396801149,0.4413333333333333,-0.01195219123505975,-0.1872509960159363,0.5418326693227091,-0.06640106241699861,-0.154050464807437,0.5418326693227091,-1.9449174864927776,-1.9276035021338382,-1.6670628004014156,1.6250254078910067,0.9349918536053996,-0.12084993359893748,0.775,0.6068965517241379,0.328,0.496,0.408,0.774,0.46,0.352,0.774,0.1,0.056,0.208,overfunded,overfunded,aligned
