GEOID,town_name,percent_elderly,percent_elderly_moe,elderly_65plus,elderly_65plus_moe,total_population,total_population_moe
5000762050,St. George town,15.886699507389162,7.210367876795227,129,44.294469180700204,812,241
5000764300,Shelburne town,29.225749780399045,4.159285251852923,2329,331.37290172855114,7969,25
5000766175,South Burlington city,17.806899209867026,2.103412739817729,3696,436.35765147410905,20756,79
5000773975,Underhill town,17.63769500159185,6.023926153795746,554,189.1930231271756,3141,15
5000780350,Westford town,17.248908296943235,4.235325857108064,395,86.35392289873113,2290,256
5000784475,Williston town,20.95820189274448,3.5453109711491857,2126,359.60116796250816,10144,24
5000785150,Winooski city,10.900759676835886,2.6591674378019636,904,220.49716551466145,8293,32
5000902125,Averill town,22.22222222222222,370.68505150249507,2,33.301651610693426,9,9
5000902162,Avery's gore,,,0,34.64101615137755,0,10
5000906325,Bloomfield town,25.213675213675213,13.183402423517403,59,25.475478405713993,234,69
5000908725,Brighton town,27.163667523564694,7.870890878143889,317,75.2329714952161,1167,194
5000910075,Brunswick town,39.44954128440367,25.275938884255755,43,16.46207763315433,109,56
5000911800,Canaan town,28.51851851851852,8.083450719830047,231,57.47173218200405,810,110
5000915250,Concord town,27.074235807860266,6.627092888230036,310,62.85698051927089,1145,157
5000921250,East Haven town,18.666666666666668,15.543127592718001,42,31.352830813181765,225,83
5000925975,Ferdinand town,23.52941176470588,58.2485767777992,16,37.26929030716845,68,57
5000929125,Granby town,55.223880597014926,41.10862907752749,37,23.83275057562597,67,25
5000930775,Guildhall town,26.1455525606469,11.992767955602586,97,34.597687784012386,371,107
5000939700,Lemington town,35.18518518518518,29.568322045524642,38,29.0,108,38
5000939775,Lewis town,,,0,34.64101615137755,0,10
5000941425,Lunenburg town,24.072612470402525,5.880088582745052,305,61.773780845922005,1267,173
5000942475,Maidstone town,39.41908713692946,15.992767854153685,95,28.071337695236398,241,67
5000952750,Norton town,31.48148148148148,21.3848350804686,34,20.29778313018444,108,35
5000975175,Victory town,47.16981132075472,53.08024722939554,25,24.839484696748443,53,28
5000976337,Warner's grant,,,0,34.64101615137755,0,10
5000976562,Warren's gore,,,0,34.64101615137755,0,10
5001102500,Bakersfield town,21.190261496844006,6.208639916560415,235,57.323642591866054,1109,180
5001105425,Berkshire town,14.84240687679083,3.949183360779091,259,56.586217403180434,1745,265
5001124050,Enosburgh town,17.902995720399428,3.269597799926618,502,91.60240171523888,2804,21
5001124925,Fairfax town,12.456946039035591,3.99979344770574,651,209.0095691589263,5226,23
5001125225,Fairfield town,14.344685242518059,3.1084769543444017,278,49.33558553417604,1938,241
5001126500,Fletcher town,21.65551839464883,7.571858173515032,259,72.59476565152615,1196,250
5001127100,Franklin town,15.345911949685535,4.4815114608777264,244,52.773099207835045,1590,312
5001127700,Georgia town,16.05316973415133,4.49477388805491,785,219.77943488870835,4890,16
5001133025,Highgate town,22.193877551020407,5.246721123905719,783,185.070256929632,3528,16
5001145850,Montgomery town,33.90639923591213,12.964118970790729,355,113.6221809331259,1047,219
5001159125,Richford town,23.42926631536279,6.149714355312168,578,132.02651248896942,2467,319
5001161675,St. Albans city,13.920046016681049,2.548976227842381,968,177.2032731074683,6954,31
5001161750,St. Albans town,20.773699872467056,3.821373556400393,1466,269.46613887462746,7057,51
5001164600,Sheldon town,12.615791795324217,3.7466567477251704,286,70.11419257183242,2267,380
5001171725,Swanton town,19.530791788856305,3.220462462672028,1332,219.6041893953756,6820,19
5001300860,Alburgh town,27.074235807860266,5.830511333695005,496,86.59099260315706,1832,231
5001329275,Grand Isle town,15.556569343065693,3.3030035902666994,341,61.74949392505172,2192,243
5001335875,Isle La Motte town,26.51646447140381,9.8423125272457,153,41.048751503547585,577,148
5001350650,North Hero town,27.315914489311165,7.173794424692488,345,73.29392880723478,1263,195
5001367000,South Hero town,26.48171500630517,5.259661876417552,420,65.09224224129939,1586,197
5001504375,Belvidere town,8.767772511848342,4.969945356232251,37,19.05255888325765,422,100
5001511500,Cambridge town,14.414653570480487,3.519271291049021,543,132.53301475481496,3767,22
5001523500,Eden town,11.621021465581052,3.790324242539704,157,47.095647357266465,1351,173
5001523725,Elmore town,14.626556016597512,5.010217263902026,141,38.43175770115127,964,200
5001535050,Hyde Park town,18.666666666666668,4.107890726665234,560,123.19090875547595,3000,18
5001537075,Johnson town,10.753623188405797,3.1346077095510627,371,108.11567878897121,3450,23
5001546675,Morristown town,25.463124781544916,5.21560589735474,1457,298.28006973312847,5722,38
5001570525,Stowe town,25.77105014191107,6.164916025295264,1362,325.79287898909024,5285,15
5001577425,Waterville town,14.411764705882351,5.26016931675639,98,30.380915061926625,680,131
5001585375,Wolcott town,11.08161911081619,3.1440586092976286,167,42.16633728461603,1507,195
5001707375,Bradford town,22.851078882207286,5.787952064359246,646,163.5481580452681,2827,22
5001707600,Braintree town,33.23586744639376,7.035913259961514,341,56.55086206239477,1026,135
5001709325,Brookfield town,29.676985195154774,9.078396828300162,441,116.70903992407786,1486,228
5001713525,Chelsea town,29.435813573180702,7.797990961260864,360,73.85120175054702,1223,205
5001715700,Corinth town,27.29044834307992,7.280628226537063,420,88.03408430829505,1539,254
5001725675,Fairlee town,33.39587242026266,9.83688087730921,356,83.98809439438426,1066,188
5001748175,Newbury town,23.559243891194097,5.868040021748698,511,108.70602559196064,2169,281
5001753425,Orange town,19.435736677115987,6.351410167463269,186,50.89204259999789,957,171
5001758075,Randolph town,22.899029527152592,4.246848542193732,1109,205.63803150195733,4843,17
5001770675,Strafford town,22.084548104956266,6.091750625752755,303,67.52777206453653,1372,223
5001772400,Thetford town,20.760753643796658,6.0376607300851095,584,169.74687036879354,2813,27
5001773075,Topsham town,23.223223223223226,6.935167648607594,232,59.61543424315552,999,152
5001773675,Tunbridge town,20.9098164405427,5.872539866246762,262,54.00925846556311,1253,239
5001774950,Vershire town,22.209026128266032,7.935211157324659,187,55.72252686302013,842,166
5001776750,Washington town,24.33712121212121,7.369161230715901,257,64.96922348312314,1056,176
5001779975,West Fairlee town,29.676511954992968,10.362520048600468,211,62.02418882984283,711,134
5001784175,Williamstown town,17.015926236378874,3.9365169667572197,609,140.86163423728976,3579,16
5001900475,Albany town,16.38115631691649,6.486895270519737,153,39.395431207184416,934,281
5001903550,Barton town,23.51687388987567,3.93203512530636,662,110.53053876644228,2815,25
5001909850,Brownington town,11.713286713286713,3.381292344910345,134,31.63858403911275,1144,190
5001913150,Charleston town,37.71367521367522,11.884609547052342,353,97.082439194738,936,144
5001916150,Coventry town,22.464558342420936,6.532908804912049,206,47.41307836451879,917,163
5001916300,Craftsbury town,25.7396449704142,7.4580900538844865,348,81.81075723888638,1352,229
5001917350,Derby town,27.176548379986777,4.18315057388927,1233,189.68658360569415,4537,23
5001928075,Glover town,24.1674595623216,6.216985517619156,254,53.36665625650534,1051,156
5001930175,Greensboro town,37.124802527646125,9.820841931831609,235,48.12483766206386,633,106
5001933775,Holland town,20.126582278481013,7.099039067654651,159,45.044422518220834,790,166
5001935575,Irasburg town,19.508670520231213,5.494286830305565,270,57.3410847473258,1384,256
5001936325,Jay town,15.498938428874734,8.728069390662165,73,35.832945734337834,471,130
5001940525,Lowell town,12.33644859813084,4.126840987261993,132,27.03701166919155,1070,283
5001946450,Morgan town,27.690447400241837,9.129442023341808,229,65.90902821313632,827,133
5001948850,Newport city,25.762403277196178,4.683290147727402,1132,205.72554532677754,4394,19
5001948925,Newport town,27.108057464084943,6.433111647012632,434,72.18725649309579,1601,271
5001973525,Troy town,17.667238421955403,4.973047056338102,309,71.78439941937245,1749,278
5001980200,Westfield town,29.66417910447761,11.398790523168199,159,40.90232267243512,536,153
5001981700,Westmore town,27.956989247311824,10.09316717277644,130,35.45419580247167,465,110
5002105200,Benson town,26.913265306122447,8.035742878418478,211,50.28916384272063,784,141
5002107750,Brandon town,22.25728155339806,4.1154707078954855,917,169.52875862224676,4120,14
5002111950,Castleton town,20.70514260049405,4.557418319405763,922,202.91131067537856,4453,17
5002114350,Chittenden town,21.775417298937786,6.768074581349401,287,73.36893075410055,1318,233
5002114500,Clarendon town,27.398373983739837,6.456294434135004,674,133.85813385820077,2460,312
5002116825,Danby town,24.271844660194176,5.547881012956068,275,49.23413450036468,1133,161
5002125375,Fair Haven town,18.355359765051396,4.5197316206698535,500,123.07314898059609,2724,18
5002134450,Hubbardton town,32.12996389891697,10.650000921740045,267,50.12983143797713,831,227
5002135425,Ira town,28.871391076115486,8.27582069977538,110,23.958297101421877,381,71
5002137685,Killington town,21.019108280254777,7.825617565870465,165,52.21110992882645,785,154
5002144125,Mendon town,29.020664869721475,7.960473592090334,323,63.474404290233394,1113,213
5002144800,Middletown Springs town,26.104417670682732,5.47534875085971,195,31.701734968294716,747,99
5002147200,Mount Holly town,27.985865724381625,7.996790927216531,396,92.47702417357513,1415,233
5002147425,Mount Tabor town,42.43421052631579,27.96302701065285,129,71.596089278675,304,108
5002154250,Pawlet town,27.297297297297295,7.088022130173326,404,78.96201618499872,1480,253
5002155450,Pittsfield town,30.434782608695656,13.929837226647468,119,43.197222132910355,391,109
5002155600,Pittsford town,25.44951590594744,6.120662208578262,736,176.94349380522584,2892,19
5002156875,Poultney town,22.757475083056477,4.56905052027767,685,137.43725841270262,3010,22
5002157250,Proctor town,22.35228539576366,5.546219474240727,401,77.1686464828819,1794,281
5002161225,Rutland city,26.171079429735233,3.1504824612763596,4112,494.9090825596152,15712,37
5002161300,Rutland town,28.902470078940667,5.235411388317208,1135,205.53588494469767,3927,17
5002165275,Shrewsbury town,21.90784155214228,8.901680257666658,271,92.45539465060976,1237,273
5002171050,Sudbury town,21.79675994108984,8.591598655025157,148,47.40253157796533,679,156
5002172925,Tinmouth town,14.631197097944376,4.947711083211555,121,28.89636655359978,827,198
5002175925,Wallingford town,23.928258967629045,6.8169120168813535,547,121.6552506059644,2286,407
5002177950,Wells town,24.477351916376307,7.74074190141783,281,65.35288822997802,1148,246
5002180875,West Haven town,29.914529914529915,13.682613878561348,70,23.958297101421877,234,71
5002182300,West Rutland town,23.75,7.940527503939289,532,156.9968152543229,2240,352
5002303175,Barre city,19.436519258202566,3.8715936897280145,1635,325.5902332687515,8412,39
5002303250,Barre town,21.711430356027485,3.469768333763474,1738,277.71388153997634,8005,22
5002305650,Berlin town,26.770833333333332,4.3746038792427,771,125.92458060283545,2880,15
5002311125,Cabot town,21.02596580113996,6.36927692709669,332,66.21933252457322,1579,360
5002311350,Calais town,21.599532983070635,5.2090570833299035,370,62.90468980926621,1713,293
5002318550,Duxbury town,13.049095607235142,3.312381850446476,202,44.81071300481616,1548,191
5002321925,East Montpelier town,22.090352220520675,3.5977399316428462,577,93.73899935459093,2612,30
5002325825,Fayston town,19.597615499254843,4.755625189246047,263,57.7148161220323,1342,139
5002343600,Marshfield town,17.767042404723565,5.145124057170019,331,73.39618518697004,1863,347
5002344500,Middlesex town,20.638188368502316,5.395309652549327,401,89.93330862366847,1943,261
5002346000,Montpelier city,24.31994010481657,3.58609557384197,1949,287.2907934480324,8014,31
5002346225,Moretown town,18.01566579634465,3.952551622796002,276,49.949974974968704,1532,190
5002350275,Northfield town,20.0,3.75532097538889,1184,222.28585200142632,5920,18
5002355825,Plainfield town,21.080669710806696,5.435698856446137,277,59.9749947894954,1314,184
5002360625,Roxbury town,18.683651804670912,8.131177750176613,176,44.67661580737735,942,333
5002375325,Waitsfield town,28.154327424400417,8.281548516027474,540,140.67338056647392,1918,262
5002376525,Warren town,30.094637223974765,9.469867498987231,477,119.45291959596467,1585,302
5002376975,Waterbury town,19.759481961147085,4.378720612868027,1068,236.6368525821792,5405,20
5002385525,Woodbury town,35.81183611532625,14.23213267701071,236,54.57105459856901,659,213
5002386125,Worcester town,19.494584837545126,5.032882658642615,162,33.12099032335839,831,131
5002501900,Athens town,21.57772621809745,8.395523161005404,93,29.206163733020468,431,99
5002507900,Brattleboro town,25.540339877907936,3.2230401880538646,3096,390.6635380989631,12122,20
5002509475,Brookline town,19.58568738229755,6.332600859593499,104,28.635642126552707,531,90
5002517875,Dover town,29.46793997271487,9.370459564025849,432,116.50321883965266,1466,247
5002518325,Dummerston town,24.30622009569378,5.878734628946845,508,97.23682430026189,2090,309
5002528900,Grafton town,34.234234234234236,10.161177203671803,228,48.78524367060187,666,137
5002530925,Guilford town,27.590410402275502,6.766934524016308,679,137.22244714331543,2461,342
5002531150,Halifax town,22.55017709563164,7.248028089522521,191,43.069710934716056,847,194
5002536175,Jamaica town,30.045351473922903,11.194286293197305,265,88.15327560561774,882,148
5002540225,Londonderry town,21.409503470368392,7.903593885983824,401,126.90547663517127,1873,356
5002543375,Marlboro town,18.79588839941263,4.777335857137096,256,58.08614292583042,1362,156
5002548400,Newfane town,29.18956043956044,7.073427011168573,425,82.97590011563598,1456,209
5002557700,Putney town,18.115942028985508,3.843238823440604,475,100.62305898749054,2622,30
5002560250,Rockingham town,29.769086748491784,5.01579537531868,1431,241.062232628838,4807,16
5002565762,Somerset town,,,0,34.64101615137755,0,10
5002570750,Stratton town,11.654135338345863,7.071164217560853,62,30.495901363953813,532,189
5002573300,Townshend town,19.310793237971392,6.5781536642494585,297,66.24198064671678,1538,396
5002574800,Vernon town,22.77593207825766,5.641971335918188,617,115.00434774390054,2709,442
5002576225,Wardsboro town,27.439024390243905,7.982769212300968,225,49.759421218498915,820,155
5002581400,Westminster town,27.60920306768923,6.8140782461441605,828,204.23760672314978,2999,25
5002583950,Whitingham town,31.140350877192986,8.007269433432354,426,80.65977932030313,1368,238
5002584700,Wilmington town,32.62736119061248,8.84551344922304,570,139.92497989994496,1747,201
5002584850,Windham town,23.232323232323232,8.113470562792475,138,33.04542328371661,594,151
5002701300,Andover town,22.727272727272727,7.6087744647567455,140,38.118237105091836,616,120
5002702575,Baltimore town,14.681440443213297,6.1201749380667145,53,18.894443627691185,361,78
5002702725,Barnard town,21.965317919075144,8.48625579922369,266,79.04429138147802,1211,299
5002705800,Bethel town,25.518433179723505,6.042939268471708,443,87.29261137118078,1736,228
5002708275,Bridgewater town,30.20408163265306,9.525689518362581,296,66.17401302626281,980,218
5002712250,Cavendish town,23.59098228663446,6.150686370466995,293,56.70097000933934,1242,217
5002713675,Chester town,29.77941176470588,7.955936521941491,891,237.87391618250203,2992,30
5002732275,Hartford town,22.475782414307005,3.31996600154403,2413,356.39725026997615,10736,22
5002732425,Hartland town,28.38150289017341,5.824131800994077,982,201.45719148245863,3460,17
5002741275,Ludlow town,31.055276381909547,6.730647207539915,618,98.85848471426213,1990,291
5002752900,Norwich town,16.043956043956044,3.438838285299624,584,125.12393855693642,3640,22
5002756050,Plymouth town,32.645403377110696,10.407637236362973,174,38.61346915261564,533,122
5002756350,Pomfret town,29.515418502202646,10.170607204835106,268,77.33692520394123,908,171
5002758375,Reading town,28.183118741058657,8.602321456036673,197,45.617978911828175,699,139
5002760100,Rochester town,31.461483081353492,8.785862375748128,437,91.40568910084318,1389,257
5002760850,Royalton town,22.05668604651163,6.429637909560758,607,176.76538122607604,2752,36
5002763775,Sharon town,25.110970196575778,6.37917332767107,396,81.47392220827471,1577,235
5002769550,Springfield town,23.601937472479083,3.729472512831289,2144,338.74178956839677,9084,23
5002770375,Stockbridge town,27.939317319848296,8.47228534677017,221,50.665570163573605,791,157
5002777500,Weathersfield town,25.350140056022408,5.779362589334445,724,164.97272501841024,2856,21
5002782000,Weston town,44.23357664233576,12.993820039953224,303,64.35837163881635,685,139
5002783050,West Windsor town,25.533731853116993,6.69120753608637,299,48.82622246293481,1171,240
5002784925,Windsor town,29.74113674732696,6.865728639768874,1057,243.9672109116305,3554,15
5002785975,Woodstock town,32.67261314833168,5.652351776114597,989,170.95905942651885,3027,21
