GEOID,town_name,aland_sqm,awater_sqm,town_area_sqm,pct_river_corridor,pct_high_risk_NFHL,nfhl_covered_flag,median_income,median_income_moe,total_population,total_population_moe,percent_elderly,percent_elderly_moe,median_year_house_built,median_year_house_built_moe,pct_no_vehicle,pct_no_vehicle_moe,occupied_housing_units,occupied_housing_units_moe,pct_renter_occupied,pct_renter_occupied_moe,pct_bachelors_or_higher,pct_bachelors_or_higher_moe,pct_below_poverty,pct_below_poverty_moe,percent_with_disability,percent_with_disability_moe,pct_mobile_home,pct_mobile_home_moe,IFLD_EALT_weighted,IFLD_EALP_weighted,IFLD_EALPE_weighted,IFLD_EALB_weighted,IFLD_EALA_weighted,POPULATION_weighted,BUILDVALUE_weighted,AGRIVALUE_weighted,AREA_weighted,ALAND_sqmi,EAL_per_capita,EAL_per_building_value,EAL_per_agricultural_value,weight,RISK_SCORE_avg,SOVI_SCORE_avg,IFLD_RISKS_avg,RESL_SCORE_avg,CRF_VALUE_avg,nfip_claims,total_nfip_claims_paid,2011_2022_nfip_claims,2023_plus_nfip_claims,pre_2011_nfip_claims,2011_2022_nfip_claims_count,2023_plus_nfip_claims_count,pre_2011_nfip_claims_count,claims_paid_per_capita,claims_paid_per_housing_unit,irene_policies,flood2023_policies,today_policies,current_insurance_penetration,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,federalShareObligated_adj,numberOfFinalProperties,numberOfProperties,2011_2022,2023_plus,pre_2011,cost_per_property,cost_per_final_property,share_acquisition_buyouts,share_admin,share_ecosystem_restoration,share_equipment,share_flood_control,share_infrastructure_protection,share_infrastructure_stormwater,share_other,share_planning,share_structure_protection,funding_per_capita,log_funding_per_capita,funding_per_occupied_unit,log_funding_per_occupied_unit,has_funding
5002702725,Barnard town,124407498,613368,125020865.0,1.8100526199051288,1.699312564370696,1,97581.0,19059.0,1211,299,21.965317919075144,8.48625579922369,1971.0,8.0,0.0,2.092050209205021,478,112,14.644351464435148,12.007010292719492,55.29953917050692,17.63875063666705,2.6424442609413705,1.623260051793974,8.835672997522709,5.916150215464368,3.737113402061856,3.5318976016130117,438999.9812801732,0.0008662620310513,11867.789825392998,426398.05133045954,734.1401242347354,1158.6685818369635,336142958.2050881,885424.5450830138,48.79010539904994,48.03400351666501,378.88313203779,0.0013059919018512,0.4958073318816955,0.2771271422714574,59.6292200302,23.30154593,85.5564672446,60.9027366426,0.915818106,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,14.0,0.0292887029288702,213676.5464208149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213676.5464208149,1.0,1.0,213676.5464208149,0.0,0.0,213676.5464208149,213676.5464208149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.44636368357962,5.178668386820436,447.02206364187225,6.1048424804028905,True
5000502875,Barnet town,109623233,3396861,113020059.0,4.526264023769591,0.0,0,67386.0,15221.0,1855,236,28.787061994609164,6.4312689539499175,1974.0,6.0,2.6631158455392807,1.7602000653689935,751,90,20.10652463382157,7.457271938246899,35.58951965065502,9.017123582427782,8.194070080862534,3.60419126074437,12.776280323450134,3.6415660569900346,12.357414448669202,4.549681044138076,436102.7687185616,0.0003151805839886,4317.974000643607,427524.8917382051,4259.902979655225,1531.1999010928396,480491048.4397805,4245263.770101965,44.07361132864739,42.32576688770148,284.811126494528,0.0009076189247118,0.1027268957443572,0.5236661768443364,36.6962767412,38.44992004,64.9019537893,58.5286103542,1.035619262,4.0,127686.3788949987,77750.7802436286,49935.59865137011,0.0,2.0,2.0,0.0,68.83362743665698,170.02180944740175,14.0,6.0,11.0,0.014647137150466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002303175,Barre city,10327567,83565,10411139.0,9.791220775211832,9.184906677323248,1,65625.0,6517.0,8412,39,19.43651925820257,3.871593689728015,1947.0,13.0,13.605276013678557,4.279960006694085,4094,281,49.63361016121153,8.169681169572451,36.1073624231519,5.882015693012157,17.293777134587554,5.825375333391109,21.92578219742905,4.540600943885162,1.130334486735871,0.9493497986987096,3259147.5745900003,0.00881840065108,120812.0889197,3138335.3628,0.122873339241,8491.0,1587292964.0,191660.0,4.0622322,3.987495911191732,383.8355405240844,0.0020532741267729,17.004839687936972,2.0,63.9214916818,44.597820295,88.7719548595,90.4276744462,1.0768373815,206.0,10457388.10373423,1530004.8329797557,8824868.599941848,102514.6708126271,58.0,137.0,11.0,1243.1512248851914,2554.320494317106,65.0,99.0,153.0,0.037371763556424,1304283.2296981895,0.0,0.0,0.0,0.0,0.0,264206.8612855592,0.0,0.0,122199.89159482054,1690689.982578569,8.0,10.0,1240560.5999576985,450129.382620871,0.0,169068.99825785693,211336.2478223212,0.7714502618090583,0.0,0.0,0.0,0.0,0.0,0.1562716192844545,0.0,0.0,0.0722781189064871,200.9854948381561,5.3081958870910055,412.96775343882985,6.02578808054734,True
5002303250,Barre town,79183874,393130,79577002.0,1.7063308365711665,0.7079468799259038,1,93210.0,8984.0,8005,22,21.711430356027485,3.469768333763474,1974.0,4.0,3.4893617021276597,2.7885811425559384,3525,219,11.574468085106384,4.092047434411153,39.21665840356966,6.336205280949107,2.498438475952529,1.4116344386772717,12.59212991880075,2.934194333979297,5.81267217630854,3.1893800718553464,1230303.803801,0.0002617390562763,3585.825070983,1225826.5915,891.38723016295,7923.0,1424920377.0,4065626.0,31.03448907,30.573064673153056,155.28257021342927,0.0008634193346236,0.3026111609383156,2.0,13.409558465,15.443641534,32.8005898232,90.4276744462,0.7705165039999999,6.0,76640.01917029273,21898.44017292644,54741.57899736629,0.0,2.0,4.0,0.0,9.57401863463994,21.74184941001212,190.0,6.0,15.0,0.0042553191489361,462245.3400660518,0.0,0.0,0.0,0.0,0.0,87506.99753915785,0.0,0.0,0.0,549752.3376052097,3.0,3.0,87506.99753915785,0.0,462245.3400660518,183250.77920173656,183250.77920173656,0.8408246922235031,0.0,0.0,0.0,0.0,0.0,0.1591753077764968,0.0,0.0,0.0,68.67611962588504,4.243857642501695,155.95810995892472,5.055978954198457,True
5001903550,Barton town,110681861,4208427,114890280.0,3.910505441191707,0.0,0,66250.0,15713.0,2815,25,23.51687388987567,3.93203512530636,1966.0,11.0,8.58843537414966,3.563568268254117,1176,101,26.105442176870746,6.201768023696094,32.66405484818805,6.224945719553147,10.223525100769512,3.0432154346553104,20.722364100693177,3.492534612392658,7.473084230525649,4.540361808461872,1363612.30091,0.000688680335683,9434.92059886,1353498.5073,678.873014718,2872.0,709035607.0,7826884.0,44.81832186,42.73450544359496,474.7953693976323,0.0019231929785297,0.174221606058043,1.0,60.040669259,54.33039152,87.8455995148,71.820874304,1.159046665,15.0,1305453.1042357534,35388.984970205966,1270064.1192655475,0.0,5.0,10.0,0.0,463.74888249937953,1110.0791702684978,21.0,8.0,18.0,0.0153061224489795,46706.28859679178,0.0,20263.39303875069,0.0,0.0,0.0,7001.298869951173,0.0,0.0,0.0,73970.98050549364,1.0,1.0,0.0,0.0,73970.98050549364,73970.98050549364,73970.98050549364,0.6314136743573788,0.0,0.2739370615378794,0.0,0.0,0.0,0.0946492641047417,0.0,0.0,0.0,26.27743534831035,3.3060598163971298,62.90049362712045,4.157327086347712,True
5001504375,Belvidere town,92206005,138864,92344843.0,2.514798215761445,0.0,0,81563.0,18037.0,422,100,8.767772511848342,4.969945356232251,1989.0,8.0,5.670103092783505,5.855395967671493,194,50,13.917525773195877,10.915481016619578,35.85526315789473,15.77769057319249,5.450236966824645,3.5600673892441965,10.42654028436019,7.451138133566522,19.00826446280992,10.43989697192619,171171.47274888784,0.0001150165820623,1575.7271742549342,169513.17948755648,82.56608707053945,733.6320309886157,163403293.03012785,681325.1806172858,36.030084732075984,35.600937561075554,233.3206096770658,0.001047539921471,0.2512331521253995,0.3092883773139189,16.9027148514,35.96754131,42.3804597291,74.2269873238,1.012684848,,,,,,,,,,,,1.0,1.0,0.0051546391752577,43281.2602951597,0.0,0.0,0.0,0.0,0.0,31841.467801782368,0.0,0.0,0.0,75122.72809694207,1.0,1.0,17335.281860681214,0.0,57787.44623626085,75122.72809694207,75122.72809694207,0.5761406885983618,0.0,0.0,0.0,0.0,0.0,0.4238593114016382,0.0,0.0,0.0,178.01594335768263,5.187474870911677,387.23055720073233,5.961599382734238,True
5000304825,Bennington town,108648373,653376,109301751.0,5.3394620609014405,5.27216181638294,1,59446.0,7440.0,15249,23,25.18197914617352,2.8176260879640225,1961.0,4.0,13.699276502044668,4.633478329387343,6358,335,41.55394778232148,6.676238523490744,36.863873404064016,4.805268662652493,13.19430105306628,3.745928652554569,22.49256555825899,3.3098461951253046,5.38802343861655,1.7718303473713215,4275964.820615,0.0020406070661834,27956.31680678,4247995.3243,13.179506316592,15333.0,3914446929.0,4836332.0,42.62929203,41.94937133742479,278.8733333734429,0.0010923547817028,0.884133847844813,4.0,59.61435553492501,53.55742463,68.70815644585,61.0757019311,1.166232668,11.0,140244.8104991312,140244.8104991312,0.0,0.0,11.0,0.0,0.0,9.196984097260884,22.05800731348399,204.0,144.0,185.0,0.0290972003774771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5002105200,Benson town,113651207,3971123,117622385.0,2.9873739869207543,7.851950737723023,1,78625.0,8146.0,784,141,26.913265306122447,8.035742878418478,1975.0,6.0,1.2738853503184715,1.6010206961762006,314,41,19.10828025477707,9.87455160471579,32.64604810996563,12.309253899209535,5.405405405405405,2.8751998079627565,10.81081081081081,4.639200440056216,20.56892778993436,7.289227044063875,207497.9118602079,0.0003045589571874,4172.457713456317,201604.6036584637,1720.8504882988757,905.7427753254268,297538928.4014611,3135232.4346529315,45.87810629327468,43.88097634365433,229.0914346908872,0.0006973807191381,0.0661826247925946,0.3636060920615924,25.8392494024,54.12308239,51.1469444544,69.2311337519,1.158930458,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5001105425,Berkshire town,107977140,569265,108546393.0,4.735753699776037,0.0,0,71406.0,21049.0,1745,265,14.84240687679083,3.949183360779091,1979.0,4.0,5.683563748079877,5.742507567095824,651,94,22.734254992319507,9.063872271044309,22.035398230088497,7.050843214932072,14.639769452449569,7.708937964708378,12.99826689774697,4.181709318857731,19.101123595505616,6.565539479354444,577460.4960929252,8.014335758304042e-05,1097.9639988870483,575772.9003547244,589.6317370459586,2028.9173293083848,479271581.2316493,18326501.48829924,42.33509064424532,41.69020682723987,284.6150938489787,0.0012048711392587,0.0315095871659744,0.4656684253634118,50.6272817,34.63898596,80.34913726469999,86.2018718161,0.999018761,,,,,,,,,,,2.0,3.0,2.0,0.0030721966205837,0.0,0.0,0.0,0.0,0.0,0.0,367999.39834710857,0.0,0.0,0.0,367999.39834710857,0.0,0.0,0.0,0.0,367999.39834710857,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,210.88790736223987,5.356057395982972,565.2832539894141,6.3390944017650215,True
5002305650,Berlin town,93344945,1764960,95109940.0,4.257283675436794,5.203611410378056,1,86691.0,20689.0,2880,15,26.77083333333333,4.3746038792427,1979.0,5.0,8.368200836820083,3.649536611503037,1195,87,12.05020920502092,5.014575899639864,28.513513513513512,4.653853031699122,10.894064613072878,4.5841621325519775,16.76737160120846,4.0065854440601845,22.52747252747253,7.007876577601642,1202564.70484,0.00223403909699,30606.3356287,1163180.0615,8778.3077097,2849.0,1076855822.0,2239811.0,37.092861,36.04068475352589,422.10063349947353,0.0011167369672631,0.5369045445530896,1.0,55.9321227688,55.36634484,84.2174735115,90.4276744462,1.154904818,40.0,5531846.285813551,1369042.1060538134,4162804.1797597385,0.0,11.0,29.0,0.0,1920.7799603519277,4629.160071810503,16.0,43.0,50.0,0.0418410041841004,197667.83293959592,0.0,0.0,0.0,0.0,0.0,51953.78079864062,0.0,0.0,0.0,249621.6137382365,1.0,1.0,197667.83293959592,0.0,51953.78079864062,249621.6137382365,249621.6137382365,0.7918698624666313,0.0,0.0,0.0,0.0,0.0,0.2081301375333687,0.0,0.0,0.0,86.67417143688769,4.473627345589659,208.88837969726907,5.346575864156748,True
5002705800,Bethel town,117835272,685956,118521220.0,5.372114209509812,2.842020176066813,1,75822.0,7137.0,1736,228,25.518433179723505,6.042939268471708,1966.0,8.0,3.4722222222222223,2.248780063875224,864,117,16.435185185185187,5.877488549508729,35.7478202548625,9.133437494916215,8.237327188940093,4.063706340312549,14.631336405529954,4.9131766751153485,0.8928571428571428,0.9876794609488646,546258.4434646665,0.0008221116160767,11262.929140257074,529205.1460104645,5790.368312566422,1349.131722561058,381088104.6501909,1601499.840125521,46.16353465200835,45.49645287163623,404.8963005833882,0.0014334177236156,0.3410917876968706,0.4446709698619176,56.3923275421,51.30190132,84.4243872855,60.9027366426,1.137722162,9.0,889934.1807404123,614394.4847038038,275539.69603660854,0.0,5.0,4.0,0.0,512.6348967398689,1030.0164128939955,17.0,17.0,11.0,0.0127314814814814,529401.3961200824,0.0,65666.56579930862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595067.961919391,4.0,4.0,529401.3961200824,0.0,65666.56579930862,148766.99047984774,148766.99047984774,0.8896486283894345,0.0,0.1103513716105656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.7810840549487,5.840005071234235,688.7360670363321,6.536309012873557,True
5000906325,Bloomfield town,104034229,612570,104646850.0,3.994555877081519,0.0,0,54375.0,17429.0,234,69,25.213675213675213,13.183402423517403,1981.0,9.0,6.1946902654867255,7.307127876169464,113,33,16.8141592920354,16.668859085807174,32.70440251572327,19.372662398453965,2.1367521367521367,3.89742030251774,25.64102564102564,19.792451431339543,22.95918367346939,13.028865389988828,102930.39004982398,4.408054868022688e-05,603.9035169188754,102007.8164543167,318.6700786205729,186.4874191658056,69628800.37635677,958827.0613446428,41.17271831209487,40.16784037919911,551.9428093876338,0.0014782732072571,0.1073503181120859,0.1108724251877559,36.8948663979,32.29106202,68.4813242482,29.5344153536,1.000556928,,,,,,,,,,,,3.0,3.0,0.0265486725663716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5000706550,Bolton town,108170250,715843,108886029.0,3.2857523914526587,2.2978753969350354,1,111125.0,17013.0,1163,182,6.706792777300086,2.984784362268683,1986.0,2.0,0.7299270072992701,1.1034525407094553,548,103,18.43065693430657,10.27321403580856,58.3941605839416,15.761589483720323,2.9234737747205504,2.281929584914527,8.448275862068966,3.872432870278839,9.467455621301776,4.112710032236892,492817.8395597608,0.0004817740128386,6600.303975873532,485306.7689036516,910.7666812289224,2058.7293894458658,508288169.3606913,1251444.3754173007,42.55868929799563,41.764767015076,239.37961059195317,0.0009695638601614,0.3937992364985683,0.3173623230223317,50.4322595222,9.209856068,71.7396216094,91.1124274375,0.643043388,13.0,607122.5184650312,143398.58635956186,463723.9321054694,0.0,3.0,10.0,0.0,522.0314002278858,1107.8878074179402,5.0,11.0,21.0,0.0383211678832116,275263.6404328988,0.0,0.0,0.0,0.0,0.0,68969.50190389072,0.0,0.0,138772.93608275236,483006.0784195419,8.0,9.0,414036.5765156512,0.0,68969.50190389072,53667.34204661576,60375.759802442735,0.5698968454674461,0.0,0.0,0.0,0.0,0.0,0.14279220280119,0.0,0.0,0.2873109517313639,415.310471555926,6.031431307754204,881.3979533203319,6.782643148490016,True
5001707375,Bradford town,76818598,578962,77397563.0,4.238715157666246,0.6773335667105416,0,108162.0,14712.0,2827,22,22.85107888220729,5.787952064359246,1976.0,23.0,4.470359572400389,3.8263678584998497,1029,121,12.925170068027212,8.877428719080518,36.15537848605578,8.694038630248174,2.7588677893228235,2.078649793948184,25.912796880538817,8.406208088816038,13.097199341021415,8.874322294677974,651199.979581,0.000176343154771,2415.90122036,648273.3677,510.71066079,2790.0,743675686.0,5072134.0,30.20200833,29.65982650400441,233.40501060250895,0.000875650490987,0.1283877712183866,1.0,22.7486235477,28.86098442,48.5593331193,46.3902381234,0.967117523,2.0,51749.63213780801,46903.598376449336,4846.033761358676,0.0,1.0,1.0,0.0,18.305494212171208,50.29118769466279,22.0,8.0,8.0,0.0077745383867832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
5001707600,Braintree town,99570804,275788,99846596.0,3.279609634970841,0.0,0,79803.0,4855.0,1026,135,33.23586744639376,7.035913259961514,1979.0,5.0,1.36986301369863,1.5777412423284831,511,73,18.98238747553816,8.841028152358788,30.943847072879333,8.40478931012645,11.11111111111111,5.368592340709712,20.56530214424951,6.440712873690527,25.95041322314049,9.03811820402422,350298.54956893175,0.0001685890063112,2309.669386468372,345256.6712305393,2732.2089520835075,1184.2108498020468,287692817.7491691,4318541.088201856,38.99528947393944,38.4445023522068,295.8075832758058,0.0012176131205136,0.0811150206549935,0.4831541614859432,31.77553423,49.06947817,62.0943479243,46.3902381234,1.126065011,,,,,,,,,,,1.0,6.0,7.0,0.0136986301369863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
